image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_00446.jpg,0.531939,0.050821,0.010501,0.00716,0.156416,0.207946,0.01148,0.023737
img_00469.jpg,0.388845,0.09584,0.021668,0.087518,0.019531,0.057352,0.025285,0.30396
img_00473.jpg,0.786889,0.015279,0.006161,0.005249,0.028709,0.014621,0.008335,0.134757
img_00483.jpg,0.878879,0.011056,0.003879,0.00147,0.033049,0.00523,0.004422,0.062015
img_00484.jpg,0.342262,0.096332,0.012592,0.011526,0.018191,0.025246,0.014724,0.479127
img_00486.jpg,0.882034,0.012429,0.0261,0.006543,0.010354,0.048084,0.002054,0.012401
img_00487.jpg,0.031477,0.013225,0.003976,0.002223,0.928364,0.003682,0.008073,0.008981
img_00493.jpg,0.196595,0.025928,0.011199,0.004755,0.659115,0.057038,0.013368,0.032002
img_00518.jpg,0.846111,0.005216,0.0132,0.002375,0.102049,0.010296,0.002951,0.017801
img_00533.jpg,0.193016,0.012141,0.002012,0.002512,0.002904,0.024648,0.008086,0.754679
img_00538.jpg,0.917394,0.004336,0.002003,0.005847,0.002206,0.045508,0.000625,0.022081
img_00543.jpg,0.942975,0.024324,0.004324,0.000605,0.017099,0.001465,0.003695,0.005512
img_00550.jpg,0.581437,0.02848,0.01324,0.005043,0.043997,0.22602,0.009334,0.092448
img_00551.jpg,0.819642,0.009403,0.004382,0.003036,0.032201,0.124501,0.001424,0.005412
img_00564.jpg,0.026326,0.017295,0.019035,0.007856,0.819326,0.094172,0.009911,0.006079
img_00575.jpg,0.297889,0.010629,0.001978,0.002105,0.002781,0.024803,0.015031,0.644784
img_00582.jpg,0.572084,0.085455,0.007585,0.006122,0.210594,0.095777,0.008676,0.013707
img_00584.jpg,0.90593,0.002434,0.001338,0.000396,0.079794,0.004515,0.000799,0.004794
img_00587.jpg,0.799758,0.023762,0.001476,0.001193,0.005603,0.045247,0.027308,0.095654
img_00590.jpg,0.502792,0.021875,0.007615,0.003897,0.006841,0.075356,0.02255,0.359074
img_00591.jpg,0.23525,0.006075,0.006558,0.001979,0.002651,0.080339,0.009963,0.657186
img_00598.jpg,0.955301,0.007008,0.00066,0.002121,0.00051,0.021972,0.000711,0.011715
img_00599.jpg,0.639794,0.026666,0.010619,0.001164,0.011443,0.03461,0.035414,0.24029
img_00612.jpg,0.272271,0.034683,0.005359,0.00506,0.006059,0.332291,0.101852,0.242425
img_00618.jpg,0.637774,0.005931,0.002637,0.001289,0.31887,0.017757,0.003339,0.012402
img_00620.jpg,0.907987,0.008569,0.007452,0.007221,0.00446,0.033097,0.001588,0.029625
img_00642.jpg,0.123422,0.060169,0.026078,0.625731,0.0145,0.055058,0.012735,0.082308
img_00646.jpg,0.008577,0.014019,0.022537,0.002698,0.002038,0.011049,0.002877,0.936205
img_00648.jpg,0.931287,0.029036,0.003532,0.000612,0.027571,0.001635,0.003014,0.003313
img_00650.jpg,0.330011,0.018545,0.017699,0.004163,0.099017,0.296421,0.024512,0.209632
img_00654.jpg,0.557505,0.034419,0.09432,0.010386,0.137364,0.126463,0.006488,0.033054
img_00664.jpg,0.962568,0.008847,0.004209,0.000554,0.01278,0.002926,0.001397,0.006719
img_00667.jpg,0.009477,0.012976,0.006089,0.002935,0.944354,0.006674,0.004808,0.012686
img_00676.jpg,0.009315,0.011402,0.006903,0.003319,0.94066,0.008843,0.005524,0.014036
img_00697.jpg,0.001742,0.014748,0.017012,0.000751,0.00134,0.00219,0.001,0.961217
img_00708.jpg,0.179079,0.030299,0.009428,0.004471,0.06981,0.231189,0.059929,0.415794
img_00716.jpg,0.453402,0.067784,0.007232,0.006889,0.007439,0.126603,0.138927,0.191724
img_00717.jpg,0.895423,0.027946,0.001188,0.003162,0.000966,0.038727,0.00139,0.031199
img_00718.jpg,0.895438,0.006182,0.002294,0.003232,0.006197,0.066995,0.00179,0.017871
img_00723.jpg,0.206701,0.219792,0.017729,0.009545,0.430164,0.018766,0.068174,0.029129
img_00724.jpg,0.278329,0.016502,0.01647,0.014892,0.077038,0.083964,0.028051,0.484754
img_00726.jpg,0.894028,0.004952,0.00228,0.001142,0.070902,0.00955,0.009698,0.007447
img_00729.jpg,0.919276,0.003365,0.0038,0.001041,0.064135,0.003845,0.001811,0.002727
img_00730.jpg,0.136348,0.008754,0.001847,0.001431,0.001405,0.038758,0.025368,0.786089
img_00757.jpg,0.811881,0.029996,0.016252,0.011417,0.011313,0.054449,0.004439,0.060253
img_00760.jpg,0.496444,0.092514,0.0157,0.173172,0.021798,0.058846,0.009791,0.131734
img_00763.jpg,0.029556,0.030217,0.00951,0.003628,0.890115,0.011147,0.006654,0.019173
img_00764.jpg,0.081554,0.058771,0.150352,0.006866,0.122802,0.043991,0.024562,0.511102
img_00765.jpg,0.058084,0.098201,0.010052,0.013726,0.016994,0.624659,0.039335,0.13895
img_00772.jpg,0.011866,0.078364,0.448537,0.00235,0.005165,0.009392,0.006507,0.437818
img_00773.jpg,0.738124,0.030518,0.03368,0.008455,0.033151,0.136638,0.003768,0.015665
img_00777.jpg,0.65936,0.057429,0.002494,0.003572,0.018758,0.24746,0.005096,0.00583
img_00780.jpg,0.355622,0.045956,0.137648,0.004393,0.058618,0.085901,0.006553,0.305309
img_00798.jpg,0.905008,0.052027,0.001402,0.003735,0.006254,0.020856,0.002029,0.008688
img_00808.jpg,0.956497,0.007189,0.000907,0.002209,0.003151,0.017937,0.000752,0.011357
img_00816.jpg,0.927428,0.002446,0.008709,0.000869,0.043662,0.003063,0.001443,0.012378
img_00828.jpg,0.001154,0.003985,0.001955,0.000745,0.985585,0.002521,0.00153,0.002524
img_00833.jpg,0.244799,0.038616,0.009559,0.005959,0.041224,0.230163,0.051368,0.378312
img_00837.jpg,0.948051,0.023118,0.002291,0.002031,0.008359,0.010507,0.002185,0.003458
img_00855.jpg,0.783397,0.022055,0.002449,0.003054,0.000567,0.008863,0.002328,0.177287
img_00857.jpg,0.952761,0.010145,0.005523,0.001601,0.020029,0.003442,0.004326,0.002175
img_00858.jpg,0.743639,0.038795,0.005437,0.007234,0.133015,0.020053,0.016497,0.035329
img_00865.jpg,0.865152,0.050754,0.002294,0.012754,0.00199,0.047142,0.003478,0.016437
img_00876.jpg,0.005449,0.009722,0.005898,0.001922,0.95672,0.006224,0.003638,0.010427
img_00889.jpg,0.038099,0.029244,0.20482,0.00549,0.005968,0.025631,0.0045,0.686249
img_00894.jpg,0.679632,0.015287,0.016265,0.004499,0.227852,0.027541,0.005242,0.023682
img_00902.jpg,0.016296,0.172141,0.013083,0.002765,0.016806,0.005445,0.755152,0.018311
img_00914.jpg,0.053111,0.040159,0.092474,0.00357,0.154077,0.04605,0.005377,0.605182
img_00921.jpg,0.526345,0.028514,0.0062,0.00298,0.043944,0.233367,0.078967,0.079682
img_00927.jpg,0.374814,0.058314,0.016746,0.006475,0.019876,0.161176,0.109274,0.253326
img_00943.jpg,0.891405,0.014018,0.005579,0.001302,0.022115,0.00681,0.006661,0.052111
img_00948.jpg,0.561484,0.014713,0.030919,0.006997,0.204412,0.103527,0.006717,0.071232
img_00950.jpg,0.324309,0.020609,0.044808,0.009216,0.487946,0.068198,0.007893,0.037021
img_00959.jpg,0.766641,0.006244,0.00526,0.003296,0.1737,0.027994,0.006269,0.010597
img_00962.jpg,0.007338,0.011152,0.01537,0.001131,0.000839,0.008266,0.00117,0.954735
img_00964.jpg,0.008777,0.086421,0.425196,0.003738,0.00531,0.01743,0.009289,0.443838
img_00966.jpg,0.530053,0.042983,0.017536,0.011577,0.099538,0.014464,0.015505,0.268345
img_00974.jpg,0.914092,0.035613,0.002023,0.006157,0.003835,0.009325,0.004294,0.02466
img_00979.jpg,0.18558,0.052665,0.256175,0.005424,0.006935,0.027721,0.005885,0.459614
img_00982.jpg,0.21948,0.213092,0.033634,0.00907,0.135125,0.043331,0.028164,0.318105
img_00985.jpg,0.292792,0.021744,0.004542,0.004883,0.004712,0.050429,0.053189,0.567709
img_00999.jpg,0.592666,0.009146,0.002934,0.001413,0.008078,0.05147,0.013899,0.320393
img_01022.jpg,0.693578,0.044185,0.007685,0.028049,0.06703,0.111666,0.002962,0.044846
img_01031.jpg,0.686201,0.025694,0.02784,0.011223,0.043551,0.129189,0.005971,0.070331
img_01035.jpg,0.815888,0.039316,0.004657,0.003147,0.048514,0.077531,0.004024,0.006923
img_01043.jpg,0.211495,0.203653,0.011597,0.008477,0.357105,0.167228,0.015957,0.024489
img_01058.jpg,0.83536,0.012934,0.005436,0.003022,0.008307,0.011782,0.002636,0.120522
img_01059.jpg,0.308024,0.03116,0.006369,0.006642,0.005255,0.131369,0.062435,0.448745
img_01090.jpg,0.377369,0.136203,0.017907,0.005281,0.242406,0.009047,0.010488,0.201299
img_01102.jpg,0.74538,0.069524,0.012128,0.004384,0.022569,0.002166,0.00675,0.137098
img_01103.jpg,0.590093,0.178386,0.00602,0.009803,0.002941,0.115572,0.00624,0.090945
img_01116.jpg,0.846348,0.065367,0.004287,0.010161,0.003877,0.02012,0.009103,0.040737
img_01134.jpg,0.749842,0.035623,0.004004,0.003964,0.01233,0.170946,0.003711,0.019581
img_01142.jpg,0.950867,0.004316,0.003745,0.001798,0.004011,0.025418,0.001986,0.007859
img_01168.jpg,0.091402,0.111913,0.039706,0.021533,0.048247,0.553625,0.076925,0.056648
img_01171.jpg,0.042672,0.04763,0.008671,0.002735,0.809679,0.018812,0.010625,0.059178
img_01177.jpg,0.810635,0.006064,0.009996,0.004927,0.016779,0.055903,0.002828,0.092868
img_01179.jpg,0.938505,0.006707,0.002586,0.001893,0.018622,0.02587,0.000953,0.004865
img_01188.jpg,0.059084,0.046662,0.007036,0.008131,0.019968,0.67589,0.032083,0.151145
img_01198.jpg,0.371847,0.027466,0.012765,0.006207,0.505412,0.013896,0.005579,0.056828
img_01204.jpg,0.007444,0.011936,0.005229,0.002144,0.953576,0.005662,0.003703,0.010306
img_01208.jpg,0.162587,0.018997,0.012342,0.007354,0.696649,0.06808,0.008673,0.025318
img_01211.jpg,0.586353,0.146899,0.021089,0.005507,0.050876,0.017216,0.045226,0.126832
img_01213.jpg,0.905155,0.041809,0.003415,0.005438,0.007736,0.013183,0.003384,0.019879
img_01222.jpg,0.90542,0.018947,0.001509,0.00359,0.000383,0.019734,0.002076,0.04834
img_01224.jpg,0.34784,0.035649,0.369473,0.005523,0.007979,0.025262,0.005699,0.202574
img_01237.jpg,0.22521,0.010033,0.006204,0.00386,0.674515,0.04995,0.007404,0.022825
img_01249.jpg,0.765763,0.02196,0.019065,0.005806,0.132181,0.040758,0.00524,0.009226
img_01253.jpg,0.008629,0.014946,0.006138,0.002962,0.002258,0.004748,0.008315,0.952005
img_01286.jpg,0.238707,0.0188,0.003906,0.002256,0.662408,0.0617,0.00478,0.007444
img_01289.jpg,0.78453,0.021876,0.002499,0.002466,0.009335,0.069467,0.016245,0.093581
img_01325.jpg,0.209561,0.28693,0.042828,0.008907,0.360729,0.009115,0.020694,0.061236
img_01328.jpg,0.801046,0.035791,0.002694,0.005041,0.003695,0.026971,0.003412,0.121351
img_01366.jpg,0.690121,0.024408,0.013591,0.017279,0.034614,0.198313,0.005912,0.015762
img_01371.jpg,0.629422,0.10636,0.030818,0.008345,0.06162,0.022001,0.02124,0.120194
img_01373.jpg,0.500775,0.032826,0.020118,0.006512,0.199309,0.179265,0.005469,0.055727
img_01377.jpg,0.613812,0.024147,0.015047,0.004443,0.252482,0.026162,0.004735,0.059173
img_01379.jpg,0.9463,0.005476,0.006459,0.00218,0.007349,0.025674,0.001422,0.005139
img_01384.jpg,0.712402,0.013001,0.01029,0.002722,0.029297,0.194824,0.006715,0.030749
img_01388.jpg,0.627841,0.157588,0.004442,0.003037,0.070261,0.113863,0.004749,0.018219
img_01392.jpg,0.01544,0.092549,0.364689,0.009155,0.010119,0.048559,0.009192,0.450297
img_01399.jpg,0.009333,0.195399,0.177465,0.002702,0.00946,0.010219,0.008857,0.586565
img_01404.jpg,0.981517,0.006912,0.001075,0.002745,0.001352,0.003193,0.001691,0.001515
img_01405.jpg,0.898647,0.014838,0.002212,0.00284,0.019034,0.051196,0.002603,0.008628
img_01413.jpg,0.867367,0.019932,0.006851,0.007231,0.038985,0.046004,0.00485,0.008781
img_01426.jpg,0.185922,0.129536,0.020824,0.008912,0.019086,0.126522,0.22114,0.288057
img_01431.jpg,0.403253,0.112143,0.023171,0.185197,0.023185,0.073456,0.01926,0.160335
img_01441.jpg,0.007715,0.00504,0.009042,0.001191,0.003002,0.010211,0.029714,0.934084
img_01444.jpg,0.375855,0.023672,0.00503,0.006841,0.005035,0.162931,0.020757,0.39988
img_01490.jpg,0.079578,0.034493,0.142559,0.002788,0.005815,0.008554,0.004918,0.721296
img_01495.jpg,0.845976,0.059275,0.003134,0.003663,0.001643,0.031313,0.002789,0.052207
img_01505.jpg,0.010831,0.011902,0.008147,0.003014,0.944084,0.007565,0.004604,0.009855
img_01511.jpg,0.790574,0.011063,0.005235,0.001368,0.031374,0.154771,0.001446,0.004168
img_01519.jpg,0.712486,0.018787,0.004309,0.002574,0.005775,0.213092,0.027195,0.015781
img_01530.jpg,0.670522,0.018365,0.022959,0.004231,0.206266,0.045953,0.005257,0.026447
img_01537.jpg,0.638143,0.014538,0.015855,0.005028,0.062299,0.243003,0.005043,0.01609
img_01538.jpg,0.695931,0.066309,0.003433,0.007512,0.015455,0.173075,0.007064,0.031221
img_01541.jpg,0.003024,0.013016,0.003119,0.001106,0.965448,0.007147,0.003582,0.003559
img_01543.jpg,0.985358,0.000767,0.001832,0.000149,0.007606,0.002347,0.000367,0.001573
img_01548.jpg,0.97385,0.001396,0.00322,0.000448,0.011316,0.001963,0.000795,0.007012
img_01552.jpg,0.970252,0.010258,0.004899,0.000814,0.008174,0.00106,0.002725,0.001818
img_01561.jpg,0.00515,0.00097,0.001947,0.000525,0.986117,0.002457,0.000884,0.001949
img_01562.jpg,0.155866,0.045065,0.005342,0.00205,0.002844,0.017873,0.048436,0.722525
img_01571.jpg,0.89455,0.014712,0.003723,0.001304,0.026544,0.007378,0.013293,0.038494
img_01593.jpg,0.269379,0.009192,0.001513,0.002361,0.000585,0.02853,0.009502,0.678938
img_01595.jpg,0.008763,0.018016,0.007487,0.00253,0.933038,0.008055,0.007453,0.014659
img_01616.jpg,0.881734,0.007249,0.002531,0.000506,0.024009,0.018368,0.006462,0.05914
img_01618.jpg,0.758179,0.063842,0.002556,0.003032,0.0128,0.1477,0.003933,0.007959
img_01627.jpg,0.910661,0.052602,0.001137,0.004809,0.001015,0.016924,0.003332,0.009519
img_01632.jpg,0.923577,0.001963,0.002425,0.000645,0.057495,0.002856,0.000725,0.010315
img_01633.jpg,0.357221,0.048286,0.005429,0.006483,0.011801,0.416212,0.053731,0.100836
img_01640.jpg,0.96498,0.01618,0.001864,0.000332,0.011138,0.000944,0.00191,0.002652
img_01646.jpg,0.981079,0.009696,0.000299,0.001321,0.000584,0.003631,0.000772,0.002618
img_01647.jpg,0.922812,0.007123,0.00567,0.001131,0.04095,0.002965,0.002591,0.016759
img_01649.jpg,0.285714,0.060381,0.015237,0.007962,0.549551,0.03798,0.009551,0.033625
img_01657.jpg,0.005868,0.102593,0.482258,0.003286,0.013383,0.013563,0.0067,0.372348
img_01669.jpg,0.499195,0.10116,0.01914,0.154391,0.028801,0.070264,0.016538,0.110512
img_01673.jpg,0.898744,0.007009,0.005403,0.001102,0.067101,0.006925,0.00197,0.011746
img_01681.jpg,0.734067,0.01559,0.00697,0.003446,0.016483,0.031723,0.005152,0.186567
img_01684.jpg,0.909485,0.037651,0.00135,0.002693,0.000512,0.015404,0.002458,0.030446
img_01685.jpg,0.220954,0.034551,0.064128,0.016679,0.252564,0.283163,0.022347,0.105614
img_01687.jpg,0.701646,0.036279,0.005646,0.00257,0.05275,0.024555,0.026913,0.149641
img_01688.jpg,0.600056,0.034662,0.00328,0.00288,0.008761,0.243825,0.033569,0.072966
img_01689.jpg,0.546297,0.054308,0.081199,0.009783,0.066257,0.069184,0.012104,0.160868
img_01716.jpg,0.00189,0.007881,0.001947,0.000745,0.977285,0.00481,0.002048,0.003394
img_01717.jpg,0.309566,0.198267,0.016083,0.009795,0.35417,0.020059,0.056116,0.035943
img_01724.jpg,0.66617,0.014082,0.022179,0.004842,0.106362,0.164722,0.007019,0.014623
img_01745.jpg,0.866452,0.026797,0.031406,0.004475,0.007969,0.014836,0.00235,0.045715
img_01771.jpg,0.838138,0.02795,0.003893,0.00881,0.003407,0.039536,0.002391,0.075876
img_01773.jpg,0.458717,0.020286,0.003789,0.008437,0.003247,0.043835,0.050933,0.410757
img_01781.jpg,0.747998,0.018588,0.008505,0.008024,0.138561,0.027788,0.005137,0.0454
img_01782.jpg,0.005346,0.018064,0.004584,0.000994,0.955695,0.004202,0.004108,0.007008
img_01802.jpg,0.855947,0.005797,0.005708,0.001903,0.092238,0.010473,0.003859,0.024077
img_01803.jpg,0.009058,0.073096,0.293035,0.004781,0.010089,0.014874,0.007487,0.587581
img_01824.jpg,0.266181,0.042853,0.006006,0.005641,0.010336,0.53774,0.069015,0.062227
img_01825.jpg,0.124623,0.537976,0.067923,0.014973,0.074786,0.015465,0.055554,0.108701
img_01831.jpg,0.758934,0.022475,0.006029,0.007386,0.025245,0.171431,0.003364,0.005136
img_01834.jpg,0.126139,0.019718,0.218969,0.0034,0.014646,0.018989,0.0033,0.594838
img_01847.jpg,0.022002,0.00589,0.000782,0.000933,0.000196,0.007399,0.002028,0.96077
img_01853.jpg,0.360084,0.056402,0.018874,0.009616,0.009018,0.11477,0.125852,0.305385
img_01856.jpg,0.907277,0.012533,0.004808,0.00174,0.013373,0.009036,0.004027,0.047207
img_01860.jpg,0.71329,0.012632,0.001944,0.002745,0.005446,0.038251,0.052737,0.172955
img_01862.jpg,0.565515,0.014382,0.029438,0.007141,0.075193,0.280988,0.007895,0.019448
img_01874.jpg,0.728569,0.012989,0.002572,0.001532,0.00439,0.120375,0.00852,0.121052
img_01888.jpg,0.030648,0.051223,0.006581,0.010517,0.022489,0.637887,0.034443,0.206212
img_01918.jpg,0.153771,0.178364,0.040161,0.108704,0.019473,0.038192,0.017729,0.443607
img_01930.jpg,0.821406,0.019608,0.022731,0.003737,0.048405,0.070878,0.005537,0.007698
img_01932.jpg,0.441265,0.080838,0.020439,0.080222,0.01376,0.045404,0.020006,0.298066
img_01955.jpg,0.000637,0.001977,0.000613,0.000203,0.000112,0.00059,0.000521,0.995348
img_01963.jpg,0.971869,0.002301,0.001893,0.000315,0.018439,0.002003,0.001392,0.001788
img_01966.jpg,0.90084,0.03412,0.00205,0.007518,0.000829,0.026569,0.003627,0.024448
img_01976.jpg,0.919052,0.018669,0.002883,0.001496,0.004773,0.003127,0.002381,0.047619
img_01983.jpg,0.550175,0.013858,0.287043,0.007495,0.051814,0.042812,0.014951,0.031852
img_01984.jpg,0.19577,0.42198,0.008865,0.020211,0.003422,0.025022,0.011877,0.312852
img_01995.jpg,0.07555,0.191114,0.041215,0.027638,0.072163,0.375231,0.104108,0.11298
img_01996.jpg,0.371958,0.016439,0.014531,0.007496,0.035331,0.328875,0.022337,0.203033
img_02001.jpg,0.526927,0.017933,0.007523,0.002856,0.026632,0.155643,0.051232,0.211253
img_02006.jpg,0.423083,0.023762,0.048993,0.262168,0.007446,0.109031,0.006967,0.11855
img_02066.jpg,0.544457,0.01385,0.010486,0.005388,0.216081,0.163581,0.011575,0.034582
img_02074.jpg,0.904981,0.021146,0.007508,0.009726,0.01188,0.036159,0.001954,0.006646
img_02076.jpg,0.443825,0.190129,0.030146,0.009322,0.18946,0.016987,0.0149,0.105231
img_02077.jpg,0.584862,0.046366,0.020068,0.081646,0.025993,0.190864,0.007647,0.042555
img_02078.jpg,0.193617,0.044204,0.120609,0.004356,0.530512,0.028629,0.015542,0.062531
img_02082.jpg,0.143754,0.003963,0.002349,0.002241,0.82709,0.011714,0.004603,0.004286
img_02083.jpg,0.017433,0.022471,0.001194,0.000726,0.949311,0.005748,0.00134,0.001776
img_02096.jpg,0.877792,0.012513,0.002511,0.002567,0.004147,0.017732,0.006871,0.075866
img_02119.jpg,0.783774,0.020421,0.061736,0.007853,0.006948,0.09123,0.004881,0.023157
img_02124.jpg,0.574211,0.016014,0.013337,0.005196,0.024406,0.251058,0.021421,0.094357
img_02135.jpg,0.030489,0.068157,0.010589,0.005914,0.848043,0.00858,0.010213,0.018015
img_02146.jpg,0.887282,0.012692,0.004184,0.00177,0.069542,0.007577,0.002828,0.014124
img_02159.jpg,0.693341,0.011934,0.016496,0.006617,0.112193,0.137264,0.003604,0.018551
img_02172.jpg,0.770792,0.010229,0.008964,0.003548,0.039856,0.134145,0.00331,0.029156
img_02180.jpg,0.48234,0.069077,0.005901,0.007427,0.02434,0.286798,0.044428,0.079689
img_02188.jpg,0.427098,0.01057,0.002158,0.001771,0.006326,0.047984,0.025332,0.478761
img_02194.jpg,0.897507,0.00286,0.00291,0.001022,0.054716,0.033742,0.001793,0.005449
img_02209.jpg,0.278208,0.013697,0.015667,0.007187,0.037079,0.495114,0.035745,0.117303
img_02216.jpg,0.131408,0.033846,0.040059,0.005076,0.314324,0.066761,0.006896,0.40163
img_02231.jpg,0.289917,0.029338,0.006841,0.006355,0.525916,0.116047,0.006703,0.018883
img_02235.jpg,0.10506,0.136365,0.028472,0.026934,0.145077,0.368226,0.088826,0.10104
img_02252.jpg,0.959904,0.003512,0.002678,0.000319,0.025764,0.00227,0.00173,0.003822
img_02268.jpg,0.965624,0.000951,0.001321,0.000358,0.000747,0.005674,0.000221,0.025104
img_02270.jpg,0.788318,0.027882,0.016391,0.016949,0.015671,0.053004,0.006228,0.075556
img_02281.jpg,0.543483,0.118681,0.01411,0.06901,0.038084,0.128723,0.007614,0.080296
img_02282.jpg,0.000208,0.003741,0.001263,0.000456,0.000191,0.000942,0.00053,0.99267
img_02285.jpg,0.845843,0.002902,0.003278,0.00131,0.141517,0.002112,0.001443,0.001596
img_02291.jpg,0.954554,0.01135,0.004314,0.001392,0.019746,0.002274,0.001613,0.004757
img_02299.jpg,0.862826,0.029966,0.002044,0.00398,0.000467,0.020078,0.002658,0.077982
